,Event,Xintent,Xemotion,Otheremotion
3040,PersonX остается ___ из школы,"[""чувствовать себя лучше""]","[""жаль, что они пропустили школу, но лучше, потому что у них есть остальное""]","[""нет""]"
3041,PersonX остается ___ из школы,"[""взять выходной""]","[""устали""]","[""нет""]"
3042,PersonX тянет открыть ___,"[""посмотреть что-то интересное""]","[""счастье""]","[""нет""]"
3043,PersonX тянет открыть ___,"[""чтобы помочь им попасть внутрь""]","[""рад помочь""]","[""garteful""]"
3044,PersonX говорит ___ к одному,"[""признать один""]","[""нейтральный""]","[""заметил""]"
3045,PersonX говорит ___ к одному,"[""поделиться""]","[""нормальной""]","[""нет""]"
3046,PersonX спасибо ___ за разрешение,"[""быть вежливым""]","[""спасибо""]","[""полезная""]"
3047,PersonX производит ___ в человеке,"[""производит продукт от компании""]","[""счастье""]","[""нет""]"
3048,PersonX специальное блюдо PersonX ПО ___ в крови,"[""руки должны быть по локоть"", ""почувствовать кровь на них"", ""чувствует вину за что-то""]","[""виновен в чем-то"", ""грязный"", ""как они хотят помыться""]","[""нет""]"
3049,PersonX поднимает и ___ армий,"[""чтобы доказать, что он способен""]","[""в ответе за других""]","[""нет""]"
3050,PersonX поднимает и ___ армий,"[""покорять""]","[""могущественный""]","[""верный"", ""страх""]"
3051,PersonX поднимает и ___ армий,"[""быть человеком долга""]","[""гордиться""]","[""нет""]"
3052,PersonX спасает ___ от разрушения,"[""чтобы помочь __""]","[""великий""]","[""ВСБ""]"
3053,PersonX спасает ___ от разрушения,"[""быть героем""]","[""героическая""]","[""спасибо""]"
3054,PersonX спасает ___ от разрушения,"[""о""]","[""хороший сервис,устали""]","[""счастье"", ""безопасный""]"
3055,PersonX добивается организации ___,"[""моя цель в жизни очень важна""]","[""счастье""]","[""нет""]"
3056,PersonX добивается организации ___,"[""успех""]","[""успешный""]","[""рад, если X является в своей команде""]"
3057,PersonX добивается организации ___,"[""быть хорошим работником"", ""внести свой вклад""]","[""выполнена"", ""гордый"", ""полезные""]","[""нет""]"
3058,PersonX платит ___ на проблемы,"[""быть внимательным""]","[""успешный""]","[""нет""]"
